row_id,doc_idx,doc_id,char_index,char,left_context,right_context,window_text,prev_char,next_char,prev_token,next_token,rule_guess,gold_label,annotator_note,dot_idx_in_doc
d53_p726,53,53,726,.,axələnmiş budaqlara malik kol bitkisidir, Cavan zoğların qabığı gümüşü-boz rəngli,axələnmiş budaqlara malik kol bitkisidir. Cavan zoğların qabığı gümüşü-boz rəngli,r, ,bitkisidir,Cavan,1,1,,5
d53_p803,53,53,803,.,"ngli olub, sonradan qonur-qara rəng alır"," Üzbəüz yarpaqları saplaqlı, yumurtavari","ngli olub, sonradan qonur-qara rəng alır. Üzbəüz yarpaqları saplaqlı, yumurtavari",r, ,alır,Üzbəüz,1,1,,6
d53_p944,53,53,944,.,"an damarcıqlıdır, kənarları isə dişlidir", Yarpaqların qoltuqlarında 10-15 ədəd də,"an damarcıqlıdır, kənarları isə dişlidir. Yarpaqların qoltuqlarında 10-15 ədəd də",r, ,dişlidir,Yarpaqların,1,1,,7
d53_p1061,53,53,1061,.,"səli, yaşılımtıl-sarı çiçəkləri yerləşir"," Çiçəklərdən noxud ölçüsündə, əvvəlcə ya","səli, yaşılımtıl-sarı çiçəkləri yerləşir. Çiçəklərdən noxud ölçüsündə, əvvəlcə ya",r, ,yerləşir,Çiçəklərdən,1,1,,8
d53_p1169,53,53,1169,.,yvələr-senokarp çəyirdəklər inkişaf edir,,yvələr-senokarp çəyirdəklər inkişaf edir.,r,,edir,,1,1,,9
d54_p67,54,54,67,.,qabarıq və ön tərəfdən zəif çıxıntılıdır," Ekologiyası Günəşli, quru yerlərdə, kol","qabarıq və ön tərəfdən zəif çıxıntılıdır. Ekologiyası Günəşli, quru yerlərdə, kol",r, ,çıxıntılıdır,Ekologiyası,1,1,,0
d54_p193,54,54,193,.,"larda, çəpərlərin ətrafında rast gəlinir", Azərbaycanda yayılması Böyük və Kiçik Q,"larda, çəpərlərin ətrafında rast gəlinir. Azərbaycanda yayılması Böyük və Kiçik Q",r, ,gəlinir,Azərbaycanda,1,1,,1
d54_p303,54,54,303,., Naxçıvan MR-da təbii halda rast gəlinir, Payızın axırlarında yetişmiş və quru me, Naxçıvan MR-da təbii halda rast gəlinir. Payızın axırlarında yetişmiş və quru me,r, ,gəlinir,Payızın,1,1,,2
d54_p379,54,54,379,.,ru meyvələri dərman kimi istifadə edilir, Bu məsələlərə ümumilikdə hava və suyun ,ru meyvələri dərman kimi istifadə edilir. Bu məsələlərə ümumilikdə hava və suyun ,r, ,edilir,Bu,1,1,,3
d54_p611,54,54,611,.,də olan növlərin idarə edilməsi daxildir," Məsələn, ekoloji siyasətlə bağlı qlobal","də olan növlərin idarə edilməsi daxildir. Məsələn, ekoloji siyasətlə bağlı qlobal",r, ,daxildir,Məsələn,1,1,,4
d54_p802,54,54,802,.,yata keçirilməsinə diqqət yetirilə bilər, Pestisidlər və bir çox sənaye tullantıl,yata keçirilməsinə diqqət yetirilə bilər. Pestisidlər və bir çox sənaye tullantıl,r, ,bilər,Pestisidlər,1,1,,5
d54_p981,54,54,981,.,it siyasətinin mövzusunun bir hissəsidir, Bu siyasət qəsdən insan fəaliyyətinə tə,it siyasətinin mövzusunun bir hissəsidir. Bu siyasət qəsdən insan fəaliyyətinə tə,r, ,hissəsidir,Bu,1,1,,6
d54_p1265,54,54,1265,.,in etmək məqsədilə həyata keçirilə bilər, Qabırğa qığırdaqları yalnız qabırğaları,in etmək məqsədilə həyata keçirilə bilər. Qabırğa qığırdaqları yalnız qabırğaları,r, ,bilər,Qabırğa,1,1,,7
d54_p1357,54,54,1357,.,nda yerləşir və medial uzanma təmin edir, Qabırğalar kimi qabırğa qığırdaqları da,nda yerləşir və medial uzanma təmin edir. Qabırğalar kimi qabırğa qığırdaqları da,r, ,edir,Qabırğalar,1,1,,8
d54_p1440,54,54,1440,.,"zunluğu, eni və istiqaməti ilə fərqlənir",,"zunluğu, eni və istiqaməti ilə fərqlənir.",r,,fərqlənir,,1,1,,9
d55_p70,55,55,70,.,"artır, sonra tədricən 12-yə qədər azalır"," Qabırğa qığırdaqlarının eni, eləcə də a","artır, sonra tədricən 12-yə qədər azalır. Qabırğa qığırdaqlarının eni, eləcə də a",r, ,azalır,Qabırğa,1,1,,0
d55_p172,55,55,172,.,ın eni birincidən sonuncuya qədər azalır, Qabırğa qığırdaqları qabırğalara yapışm,ın eni birincidən sonuncuya qədər azalır. Qabırğa qığırdaqları qabırğalara yapışm,r, ,azalır,Qabırğa,1,1,,1
d55_p393,55,55,393,.,"la, döş sümüyü ətraflarına doğru daralır", İstiqamətinə görə də fərqlənirlər 1-si ,"la, döş sümüyü ətraflarına doğru daralır. İstiqamətinə görə də fərqlənirlər 1-si ",r, ,daralır,İstiqamətinə,1,1,,2
d55_p539,55,55,539,.,"üksəlir, qalanları isə bucaq şəklindədir", Strukturu Hər bir qabırğa qığırdağının ,"üksəlir, qalanları isə bucaq şəklindədir. Strukturu Hər bir qabırğa qığırdağının ",r, ,şəklindədir,Strukturu,1,1,,3
d55_p612,55,55,612,.,"dağının 2 səthi, 2 haşiyəsi və 2 ucu var"," Səthləri Ön səth qabarıqdır, irəli və y","dağının 2 səthi, 2 haşiyəsi və 2 ucu var. Səthləri Ön səth qabarıqdır, irəli və y",r, ,var,Səthləri,1,1,,4
d55_p725,55,55,725,.,yar bağa və körpücükaltı əzələyə yapışır," İlk 6 və ya 7 sternum uclarında, döş əz","yar bağa və körpücükaltı əzələyə yapışır. İlk 6 və ya 7 sternum uclarında, döş əz",r, ,yapışır,İlk,1,1,,5
d55_p798,55,55,798,.,", döş əzələsinin əsas əzələsinə qədərdir", Qalanları düz qarın əzələlərinin bəzilə,", döş əzələsinin əsas əzələsinə qədərdir. Qalanları düz qarın əzələlərinin bəzilə",r, ,qədərdir,Qalanları,1,1,,6
d55_p873,55,55,873,.,bəziləri ilə örtülmüş və qismən bağlidir, Arxa səth konkavdır və geriyə və aşağıy,bəziləri ilə örtülmüş və qismən bağlidir. Arxa səth konkavdır və geriyə və aşağıy,r, ,bağlidir,Arxa,1,1,,7
d55_p929,55,55,929,.,avdır və geriyə və aşağıya doğru yönəlib, Onlar daxili qabırğaarası boşluqlara ba,avdır və geriyə və aşağıya doğru yönəlib. Onlar daxili qabırğaarası boşluqlara ba,b, ,yönəlib,Onlar,1,1,,8
d55_p1069,55,55,1069,.,ləsinin əsas pektoral əzələsinə birləşir,,ləsinin əsas pektoral əzələsinə birləşir.,r,,birləşir,,1,1,,9
d56_p171,56,56,171,.,"də olunan hamar, uzunsov üzlərə malikdir", Qığırdaqlararası oynaqlar Qığırdaqlarar,"də olunan hamar, uzunsov üzlərə malikdir. Qığırdaqlararası oynaqlar Qığırdaqlarar",r, ,malikdir,Qığırdaqlararası,1,1,,0
d56_p291,56,56,291,.,daqları arasında əmələ gələn oynaqlardır, Hər bir oynaq nazik oynaq kapsuluna bağ,daqları arasında əmələ gələn oynaqlardır. Hər bir oynaq nazik oynaq kapsuluna bağ,r, ,oynaqlardır,Hər,1,1,,1
d56_p474,56,56,474,.,) ilə yanal və orta tərəfdən möhkəmlənir," Bəzən 5-ci qabırğa qığırdaqları, daha a",") ilə yanal və orta tərəfdən möhkəmlənir. Bəzən 5-ci qabırğa qığırdaqları, daha a",r, ,möhkəmlənir,Bəzən,1,1,,2
d56_p620,56,56,620,.,ğırdaqlarla aşağı kənarları ilə birləşir, Daha az əlaqə bir neçə bağ lifləri ilə ,ğırdaqlarla aşağı kənarları ilə birləşir. Daha az əlaqə bir neçə bağ lifləri ilə ,r, ,birləşir,Daha,1,1,,3
d56_p665,56,56,665,.,a az əlaqə bir neçə bağ lifləri ilə olur, Aşağı və yuxarı üzvlərdə Hər qığırdağın,a az əlaqə bir neçə bağ lifləri ilə olur. Aşağı və yuxarı üzvlərdə Hər qığırdağın,r, ,olur,Aşağı,1,1,,4
d56_p769,56,56,769,.,qabırğanın sümük toxuması ilə davam edir," Klinik əhəmiyyəti Yaşlı insanlarda, xüs","qabırğanın sümük toxuması ilə davam edir. Klinik əhəmiyyəti Yaşlı insanlarda, xüs",r, ,edir,Klinik,1,1,,5
d56_p903,56,56,903,.,ığırdaqları səthi sümükləşməyə meyllidir, Kostoxondrit və Titze sindromu qabırğa ,ığırdaqları səthi sümükləşməyə meyllidir. Kostoxondrit və Titze sindromu qabırğa ,r, ,meyllidir,Kostoxondrit,1,1,,6
d56_p978,56,56,978,.,bırğa qığırdaqının iltihabına səbəb olur, Şiddətli travma qabırğa qığırdaqının qı,bırğa qığırdaqının iltihabına səbəb olur. Şiddətli travma qabırğa qığırdaqının qı,r, ,olur,Şiddətli,1,1,,7
d56_p1044,56,56,1044,.,qığırdaqının qırılmasına səbəb ola bilər, Bu cür xəsarətlər çox vaxt rentgen müay,qığırdaqının qırılmasına səbəb ola bilər. Bu cür xəsarətlər çox vaxt rentgen müay,r, ,bilər,Bu,1,1,,8
d56_p1165,56,56,1165,.,kin KT vasitəsi ilə diaqnoz qoyula bilər,,kin KT vasitəsi ilə diaqnoz qoyula bilər.,r,,bilər,,1,1,,9
d57_p104,57,57,104,.,n üzərinə düzəltmək üçün istifadə olunur, Qabırğa qığırdaqları bədənin digər hiss,n üzərinə düzəltmək üçün istifadə olunur. Qabırğa qığırdaqları bədənin digər hiss,r, ,olunur,Qabırğa,1,1,,0
d57_p196,57,57,196,.,rpaedici kimi istifadə üçün yığıla bilər, Cərrahiyyə adətən ümumi anesteziya altı,rpaedici kimi istifadə üçün yığıla bilər. Cərrahiyyə adətən ümumi anesteziya altı,r, ,bilər,Cərrahiyyə,1,1,,1
d57_p306,57,57,306,.,asiv preparatlar da istifadə edilə bilər, Prosedur cüzi bir plevra yırtığı riski ,asiv preparatlar da istifadə edilə bilər. Prosedur cüzi bir plevra yırtığı riski ,r, ,bilər,Prosedur,1,1,,2
d57_p359,57,57,359,.,zi bir plevra yırtığı riski yarada bilər, Klausula sözü aşağıdakı mənalarda işləd,zi bir plevra yırtığı riski yarada bilər. Klausula sözü aşağıdakı mənalarda işləd,r, ,bilər,Klausula,1,1,,3
d57_p844,57,57,844,.,aşqa komandaya keçməsinə mane ola bilməz, Sualtı qayıq Ukrayna SSR-nın Mikolayev ,aşqa komandaya keçməsinə mane ola bilməz. Sualtı qayıq Ukrayna SSR-nın Mikolayev ,z, ,bilməz,Sualtı,1,1,,4
d57_p957,57,57,957,., ilin oktyabrında istifadəyə verilmişdir, Gizli əmrlər Ş-213-ə verilən gizli əmrə, ilin oktyabrında istifadəyə verilmişdir. Gizli əmrlər Ş-213-ə verilən gizli əmrə,r, ,verilmişdir,Gizli,1,1,,5
d57_p1129,57,57,1129,., tərəfsiz və düşmən gəmiləri vurmalı idi, Struma faciəsi 12 dekabr 1941-ci ildə R, tərəfsiz və düşmən gəmiləri vurmalı idi. Struma faciəsi 12 dekabr 1941-ci ildə R,i, ,idi,Struma,1,1,,6
d57_p1323,57,57,1323,.,l yaxınlığında dayanmağa məcbur olmuşdur, Lakin Türkiyə hökümətinin tərəfsizliyin,l yaxınlığında dayanmağa məcbur olmuşdur. Lakin Türkiyə hökümətinin tərəfsizliyin,r, ,olmuşdur,Lakin,1,1,,7
d57_p1409,57,57,1409,.,ə gəmidəkilər sahilə çıxa bilməmişdirlər," Hadisə nəticəsində 768 nəfər ölmüş, anc","ə gəmidəkilər sahilə çıxa bilməmişdirlər. Hadisə nəticəsində 768 nəfər ölmüş, anc",r, ,bilməmişdirlər,Hadisə,1,1,,8
d57_p1480,57,57,1480,.,"ölmüş, ancaq bir nəfər qurtula bilmişdir",,"ölmüş, ancaq bir nəfər qurtula bilmişdir.",r,,bilmişdir,,1,1,,9
d58_p139,58,58,139,.,"ağa çalışmış, amma torpedo yan keçmişdir", Növbəti gün Bosfor boğazının şimal-şərq,"ağa çalışmış, amma torpedo yan keçmişdir. Növbəti gün Bosfor boğazının şimal-şərq",r, ,keçmişdir,Növbəti,1,1,,0
d58_p257,58,58,257,.,"ı vurmaq istəsə də, hədəfini qaçırmışdır", Tapılması 15 noyabr 2008-ci ildə 1 holl,"ı vurmaq istəsə də, hədəfini qaçırmışdır. Tapılması 15 noyabr 2008-ci ildə 1 holl",r, ,qaçırmışdır,Tapılması,1,1,,1
d58_p453,58,58,453,.,10-cu ilin 23 avqustunda elan olunmuşdur, Bina 2008-ci ilin noyabrından Bosniya v,10-cu ilin 23 avqustunda elan olunmuşdur. Bina 2008-ci ilin noyabrından Bosniya v,r, ,olunmuşdur,Bina,1,1,,2
d58_p551,58,58,551,.,milli abidəsi olaraq siyahıya alınmışdır," Milyaşka çayının şimal sahilində, Avstr","milli abidəsi olaraq siyahıya alınmışdır. Milyaşka çayının şimal sahilində, Avstr",r, ,alınmışdır,Milyaşka,1,1,,3
d58_p660,58,58,660,.,vründə tikilmiş binalar arasında Yeşua D," Salom malikanəsi, çayın qarşı sahilində","vründə tikilmiş binalar arasında Yeşua D. Salom malikanəsi, çayın qarşı sahilində",D, ,D,Salom,0,0,,4
d58_p748,58,58,748,.,kenazi yəhudilərinə aid sinaqoq yerləşir, Tarix Yeşua D. Salom malikanəsi 1901-ci,kenazi yəhudilərinə aid sinaqoq yerləşir. Tarix Yeşua D. Salom malikanəsi 1901-ci,r, ,yerləşir,Tarix,1,1,,5
d58_p763,58,58,763,.,rinə aid sinaqoq yerləşir. Tarix Yeşua D," Salom malikanəsi 1901-ci ildə, məşhur m","rinə aid sinaqoq yerləşir. Tarix Yeşua D. Salom malikanəsi 1901-ci ildə, məşhur m",D, ,D,Salom,0,0,,6
d58_p865,58,58,865,.,"izaynı ilə, məşhur yəhudi taciri Yeşua D", Salom üçün tikilmişdir. Bu dövrdə 1893-,"izaynı ilə, məşhur yəhudi taciri Yeşua D. Salom üçün tikilmişdir. Bu dövrdə 1893-",D, ,D,Salom,0,0,,7
d58_p889,58,58,889,.,i taciri Yeşua D. Salom üçün tikilmişdir," Bu dövrdə 1893-cü ildə qəbul edilmiş ""P","i taciri Yeşua D. Salom üçün tikilmişdir. Bu dövrdə 1893-cü ildə qəbul edilmiş ""P",r, ,tikilmişdir,Bu,1,1,,8
d58_p1055,58,58,1055,.,iki mərtəbəli binalar inşa edilə bilərdi, Malikanə yaşayış binaları arasında çiçə,iki mərtəbəli binalar inşa edilə bilərdi. Malikanə yaşayış binaları arasında çiçə,i, ,bilərdi,Malikanə,1,1,,9
d58_p1153,58,58,1153,.,stifadə edilmiş ilk tikililərdən biridir," Bina tikildiyi ilk dövrlərdə su, daxili","stifadə edilmiş ilk tikililərdən biridir. Bina tikildiyi ilk dövrlərdə su, daxili",r, ,biridir,Bina,1,1,,10
d58_p1271,58,58,1271,.,ilik sisteminə sahib avanqard obyekt idi, Bina 1962-ci ildə Bosniya və Herseqovin,ilik sisteminə sahib avanqard obyekt idi. Bina 1962-ci ildə Bosniya və Herseqovin,i, ,idi,Bina,1,1,,11
d58_p1410,58,58,1410,.,şdiyi sosial mülk olaraq milliləşdirildi,,şdiyi sosial mülk olaraq milliləşdirildi.,i,,milliləşdirildi,,1,1,,12
d59_p112,59,59,112,.,antonal idarə heyətinə ev sahibliyi edir," Təsvir Tikilinin ölçüləri 27,7 x 16,55 ","antonal idarə heyətinə ev sahibliyi edir. Təsvir Tikilinin ölçüləri 27,7 x 16,55 ",r, ,edir,Təsvir,1,1,,0
d59_p199,59,59,199,.,"imidir və ümumi hündürlüyü 18,20 metrdir", Binanın girişi qəhvəyi rəngli qoruyucu ,"imidir və ümumi hündürlüyü 18,20 metrdir. Binanın girişi qəhvəyi rəngli qoruyucu ",r, ,metrdir,Binanın,1,1,,1
d59_p364,59,59,364,.,də iki qanadlı taxta portaldan ibarətdir," Tikilinin kompozisiyası təxminən 3,7 me","də iki qanadlı taxta portaldan ibarətdir. Tikilinin kompozisiyası təxminən 3,7 me",r, ,ibarətdir,Tikilinin,1,1,,2
d59_p527,59,59,527,.,təbəli bir dam örtüyü ilə tamamlanmışdır, Mifologiyası Adətən Svaroqu odla və səm,təbəli bir dam örtüyü ilə tamamlanmışdır. Mifologiyası Adətən Svaroqu odla və səm,r, ,tamamlanmışdır,Mifologiyası,1,1,,3
d59_p613,59,59,613,.,", eləcə də səma odu ilə əlaqələndirirlər", Qədim xalqlarının əksəriyyəti ndə belə ,", eləcə də səma odu ilə əlaqələndirirlər. Qədim xalqlarının əksəriyyəti ndə belə ",r, ,əlaqələndirirlər,Qədim,1,1,,4
d59_p713,59,59,713,.,"şdür ki, yerdəki od səma odundan yaranır", Svaroq ikinci oğlu Dajboq slavyan mifol,"şdür ki, yerdəki od səma odundan yaranır. Svaroq ikinci oğlu Dajboq slavyan mifol",r, ,yaranır,Svaroq,1,1,,5
d59_p787,59,59,787,.,n mifologiyasında geniş şəkildə məlumdur, Onlar səma odunu və Günəşin istiliyini ,n mifologiyasında geniş şəkildə məlumdur. Onlar səma odunu və Günəşin istiliyini ,r, ,məlumdur,Onlar,1,1,,6
d59_p874,59,59,874,.,üm etdirərək bütün canlılara həyat verir, Sonralar Svaroq təxminən yunan tanrısı ,üm etdirərək bütün canlılara həyat verir. Sonralar Svaroq təxminən yunan tanrısı ,r, ,verir,Sonralar,1,1,,7
d59_p936,59,59,936,.,inən yunan tanrısı Urana müvafiq gəlirdi, O ən qədim mifik zamana aid edilirdi və,inən yunan tanrısı Urana müvafiq gəlirdi. O ən qədim mifik zamana aid edilirdi və,i, ,gəlirdi,O,1,1,,8
d59_p1063,59,59,1063,.,llahların növbəti nəslinə verməli olurdu,,llahların növbəti nəslinə verməli olurdu.,u,,olurdu,,1,1,,9
d60_p76,60,60,76,.,də Svaroq ali səma allahı hesab olunurdu, Qədim hind mifologiyasında tanrılara qu,də Svaroq ali səma allahı hesab olunurdu. Qədim hind mifologiyasında tanrılara qu,u, ,olunurdu,Qədim,1,1,,0
d60_p177,60,60,177,.,"ıq, dua ifadə verən nidanı əks etdirirdi"," Rus toy mərasimində svaxanın rolu, onun","ıq, dua ifadə verən nidanı əks etdirirdi. Rus toy mərasimində svaxanın rolu, onun",i, ,etdirirdi,Rus,1,1,,1
d60_p267,60,60,267,.,tifaqa xeyir-dua verməsi hamıya məlumdur," Çexlerdə, ukraynalılarda, slovaklarda S","tifaqa xeyir-dua verməsi hamıya məlumdur. Çexlerdə, ukraynalılarda, slovaklarda S",r, ,məlumdur,Çexlerdə,1,1,,2
d60_p419,60,60,419,.,"traxa"" (Raxa) analogiyası özünü göstərir"," Məsələn, İpatyev salnaməsində haçansa S","traxa"" (Raxa) analogiyası özünü göstərir. Məsələn, İpatyev salnaməsində haçansa S",r, ,göstərir,Məsələn,1,1,,3
d60_p521,60,60,521,.,"yük varlıq, işığın atası mövcud olmuşdur", O insanlara dəmir döymək (nallamaq) sən,"yük varlıq, işığın atası mövcud olmuşdur. O insanlara dəmir döymək (nallamaq) sən",r, ,olmuşdur,O,1,1,,4
d60_p618,60,60,618,.,ə nikah ittifaqlarının əsasını qoymuşdur, Rus nağıllarında svaroq obrazına tez-te,ə nikah ittifaqlarının əsasını qoymuşdur. Rus nağıllarında svaroq obrazına tez-te,r, ,qoymuşdur,Rus,1,1,,5
d60_p682,60,60,682,.,q obrazına tez-tez rast gəlmək mümkündür, Əslində Svaroqun adı yazılı ədəbiyyatla,q obrazına tez-tez rast gəlmək mümkündür. Əslində Svaroqun adı yazılı ədəbiyyatla,r, ,mümkündür,Əslində,1,1,,6
d60_p745,60,60,745,.,yazılı ədəbiyyatlarda da tez-tez çəkilir," Məsələn, İpatyevin salnaməsində deyilir","yazılı ədəbiyyatlarda da tez-tez çəkilir. Məsələn, İpatyevin salnaməsində deyilir",r, ,çəkilir,Məsələn,1,1,,7
d60_p830,60,60,830,., vaxtsa yerdə Svaroq hökmranlıq etmişdir," İşıq atası insanlara dəmir döyməyi, və "," vaxtsa yerdə Svaroq hökmranlıq etmişdir. İşıq atası insanlara dəmir döyməyi, və ",r, ,etmişdir,İşıq,1,1,,8
d60_p893,60,60,893,.,"dəmir döyməyi, və evlənməyi öyrətmişdir""",,"dəmir döyməyi, və evlənməyi öyrətmişdir"".","""",,,,1,1,,9
d61_p93,61,61,93,.,odxisatva iztirabın Yerdəki təcəssümüdür, XVII əsrdən 1959-cu ilə qədər Dalay Lam,odxisatva iztirabın Yerdəki təcəssümüdür. XVII əsrdən 1959-cu ilə qədər Dalay Lam,r, ,təcəssümüdür,XVII,1,1,,0
d61_p184,61,61,184,.,paytaxtı Lhasa dan ölkəni idarə etmişdir," Bununla əlaqədar olaraq, Dalay Lamaya i","paytaxtı Lhasa dan ölkəni idarə etmişdir. Bununla əlaqədar olaraq, Dalay Lamaya i",r, ,etmişdir,Bununla,1,1,,1
d61_p268,61,61,268,., Tibet xalqının dini lideri kimi baxılır," Baxmayaraq, Dalay Lamanı Qeluq məktəbin"," Tibet xalqının dini lideri kimi baxılır. Baxmayaraq, Dalay Lamanı Qeluq məktəbin",r, ,baxılır,Baxmayaraq,1,1,,2
d61_p392,61,61,392,.,rəsmi olaraq Qanden Tripa rəhbərlik edir," monqol dilində ""Əzəmətli"" mənasında"" de","rəsmi olaraq Qanden Tripa rəhbərlik edir. monqol dilində ""Əzəmətli"" mənasında"" de",r, ,edir,monqol,0,0,,3
d61_p516,61,61,516,.,n xanlar Dalay-xan titulunu daşıyırdılar, Dalay Lamanın ölümündən sonra onun növb,n xanlar Dalay-xan titulunu daşıyırdılar. Dalay Lamanın ölümündən sonra onun növb,r, ,daşıyırdılar,Dalay,1,1,,4
d61_p597,61,61,597,.,əti inkarnasiyasının axtarışına çıxırlar, Bu körpə müəyyən əlamətlərə malik olmal,əti inkarnasiyasının axtarışına çıxırlar. Bu körpə müəyyən əlamətlərə malik olmal,r, ,çıxırlar,Bu,1,1,,5
d61_p672,61,61,672,., olmalı və müəyyən testlərdən keçməlidir, Sonra körpə Lhasaya göndərilərək təcrüb, olmalı və müəyyən testlərdən keçməlidir. Sonra körpə Lhasaya göndərilərək təcrüb,r, ,keçməlidir,Sonra,1,1,,6
d61_p757,61,61,757,.,lamaların rəhbərliyi altında təhsil alır, Dalay Lama və Pançen Lama (Dalay Lamada,lamaların rəhbərliyi altında təhsil alır. Dalay Lama və Pançen Lama (Dalay Lamada,r, ,alır,Dalay,1,1,,7
d61_p927,61,61,927,.," o, müəllim, balaca olan isə şagird olur", Tarixi 1578-ci ildə monqol-tumetlərin b," o, müəllim, balaca olan isə şagird olur. Tarixi 1578-ci ildə monqol-tumetlərin b",r, ,olur,Tarixi,1,1,,8
d61_p1115,61,61,1115,., edərək ona Dalay Lama titulunu verirlər, V Dalay Lama oyrat-qoşutların başçısı Q, edərək ona Dalay Lama titulunu verirlər. V Dalay Lama oyrat-qoşutların başçısı Q,r, ,verirlər,V,1,1,,9
d61_p1222,61,61,1222,.,VII əsrdə Tibeti birləşdirməyə nail olur,,VII əsrdə Tibeti birləşdirməyə nail olur.,r,,olur,,1,1,,10
d62_p78,62,62,78,.,də tutmasına qədər ölkəni idarə etmişlər, XIV Dalay Lama Çin Xalq Respublikası ər,də tutmasına qədər ölkəni idarə etmişlər. XIV Dalay Lama Çin Xalq Respublikası ər,r, ,etmişlər,XIV,1,1,,0
d62_p236,62,62,236,.,dan sonra heç doğulmamasını bildirmişdir," Lhasada yerləşən Potala sarayı, yay döv","dan sonra heç doğulmamasını bildirmişdir. Lhasada yerləşən Potala sarayı, yay döv",r, ,bildirmişdir,Lhasada,1,1,,1
d62_p306,62,62,306,.,"yı, yay dövründə isə Norbulinq sarayıdır", İstanbulun Beşiktaş məhəlləsinin Ulduz ,"yı, yay dövründə isə Norbulinq sarayıdır. İstanbulun Beşiktaş məhəlləsinin Ulduz ",r, ,sarayıdır,İstanbulun,1,1,,2
d62_p413,62,62,413,.,mpleksinin cənub-qərb tərəfində yerləşir, Şərqşünas və neogotik qarışığı olan bir,mpleksinin cənub-qərb tərəfində yerləşir. Şərqşünas və neogotik qarışığı olan bir,r, ,yerləşir,Şərqşünas,1,1,,3
d62_p466,62,62,466,.,ə neogotik qarışığı olan bir dizaynı var, Küncləri qırıq bir kvadrat plan üzərind,ə neogotik qarışığı olan bir dizaynı var. Küncləri qırıq bir kvadrat plan üzərind,r, ,var,Küncləri,1,1,,4
d62_p540,62,62,540,.,"üzərində yüksələn, üç mərtəbəli qüllədir", Örtük qisimində yenə dilimli kəmərli da,"üzərində yüksələn, üç mərtəbəli qüllədir. Örtük qisimində yenə dilimli kəmərli da",r, ,qüllədir,Örtük,1,1,,5
d62_p603,62,62,603,.,dilimli kəmərli dam pəncərələri yerləşir, Memarlıq Osmanlı və Neo-Gotiq stili 3 m,dilimli kəmərli dam pəncərələri yerləşir. Memarlıq Osmanlı və Neo-Gotiq stili 3 m,r, ,yerləşir,Memarlıq,1,1,,6
d62_p688,62,62,688,.,bəli və səkkizbucaqlı bir plana malikdir," Bu onunla bağlıdır ki, tərs triqonometr","bəli və səkkizbucaqlı bir plana malikdir. Bu onunla bağlıdır ki, tərs triqonometr",r, ,malikdir,Bu,1,1,,7
d62_p818,62,62,818,.,övsünün uzunluğu ilə əlaqələndirmək olar, Arksinus funksiyasının xassələri (tək f,övsünün uzunluğu ilə əlaqələndirmək olar. Arksinus funksiyasının xassələri (tək f,r, ,olar,Arksinus,1,1,,8
d62_p870,62,62,870,.,unksiyasının xassələri (tək funksiyadır), olduqda . olduqda . olduqda .,unksiyasının xassələri (tək funksiyadır). olduqda . olduqda . olduqda .,), ,,olduqda,0,0,,9
d62_p880,62,62,880,.,ın xassələri (tək funksiyadır). olduqda , olduqda . olduqda .,ın xassələri (tək funksiyadır). olduqda . olduqda . olduqda ., , ,olduqda,olduqda,0,0,,10
d62_p890,62,62,890,.,ri (tək funksiyadır). olduqda . olduqda , olduqda .,ri (tək funksiyadır). olduqda . olduqda . olduqda ., , ,olduqda,olduqda,0,0,,11
d62_p900,62,62,900,.,nksiyadır). olduqda . olduqda . olduqda ,,nksiyadır). olduqda . olduqda . olduqda ., ,,olduqda,,1,1,,12
d63_p125,63,63,125,.,araq tərsi funksiyası təyin edilməyibdir," Belə ki, funksiyası üçün intervalda fun","araq tərsi funksiyası təyin edilməyibdir. Belə ki, funksiyası üçün intervalda fun",r, ,edilməyibdir,Belə,1,1,,0
d63_p315,63,63,315,.,iyasının qrafikinə simmetrik qrafiki var, Arccos funksiyasının xassələri (funksiy,iyasının qrafikinə simmetrik qrafiki var. Arccos funksiyasının xassələri (funksiy,r, ,var,Arccos,1,1,,1
d63_p408,63,63,408,.,"zi-simmetrik nöqtəsidir, cüt funksiyadır"," Mərkəzi Altay dağlarında, Terekti silsi","zi-simmetrik nöqtəsidir, cüt funksiyadır. Mərkəzi Altay dağlarında, Terekti silsi",r, ,funksiyadır,Mərkəzi,1,1,,2
d63_p535,63,63,535,.,(cənub-qərb) silsiləsi arasında yerləşir," Altay dilindən """" hidronimi hidronim ""ə","(cənub-qərb) silsiləsi arasında yerləşir. Altay dilindən """" hidronimi hidronim ""ə",r, ,yerləşir,Altay,1,1,,3
d63_p686,63,63,686,.,hörmətlə müraciət forması və şəxs adıdır, Həmin dövrdə indiki Binəqədi qəsəbəsini,hörmətlə müraciət forması və şəxs adıdır. Həmin dövrdə indiki Binəqədi qəsəbəsini,r, ,adıdır,Həmin,1,1,,4
d63_p775,63,63,775,.,bir hissəsi qırlı göldən ibarət olmuşdur, İçməli su kimi görünsə də həmin göl qəd,bir hissəsi qırlı göldən ibarət olmuşdur. İçməli su kimi görünsə də həmin göl qəd,r, ,olmuşdur,İçməli,1,1,,5
